Name,CDSName,RA,Dec,ra1,ra2,ra3,RA_dec,RA_radians,sde,de1,de2,de3,de_dec,Dec_radians,LongGal,LatGal,B,V,B-V,B0-V0,EB-V,OType,Sp,Sp_s,Miles
HD 17543 ,pi. Ari,"02 49 17,55924","+17 27 51,5168",02,49,17.6,42.3231635,0.738678552934887,+,17,27,51.5,17.4643102222222,0.30480971496748,158.9315,-37.0361,5.226,5.314,-0.088,-0.14,0.05,**,B6V,B6,
HD 175510,lam Tel,"18 58 27,76710","-52 56 19,0622",18,58,27.8,284.61569625,4.96748100241858,-,52,56,19.1,-52.9386283888889,-0.923953366875852,343.5737,-22.3528,4.796,4.84,-0.044,-0.01,-0.03,Star,A0V,A0,
HD 175638,tet01 Ser,"18 56 13,18150","+04 12 12,9124",18,56,13.2,284.054922916667,4.95769366139453,+,04,12,12.9,4.20358677777778,0.073366429665522,37.2178,0.8541,4.79,4.62,0.17,0.15,0.02,PM*,A5V,A5,
HD 175639,tet02 Ser,"18 56 14,63687","+04 12 07,6269",18,56,14.6,284.060986958333,4.95779949888758,+,04,12,07.6,4.20211858333333,0.073340804838406,37.2192,0.848,5.18,4.98,0.2,0.15,0.05,PM*,A5Vn,A5,
HD 17573 , 41 Ari,"02 49 59,03324","+27 15 37,8260",02,49,59.0,42.4959718333333,0.741694627326437,+,27,15,37.8,27.2605072222222,0.475785606791471,152.9777,-28.6061,3.515,3.606,-0.091,-0.11,0.02,**,B8Vn,B8,
HD 176162,HD 176162,"18 59 23,80202","-12 50 25,8639",18,59,23.8,284.849175083333,4.97155597679395,-,12,50,25.9,-12.84051775,-0.224109312398274,22.332,-7.5542,5.478,5.516,-0.038,-0.18,0.14,SB*,B4V,B4,
HD 176638,zet CrA,"19 03 06,87698","-42 05 42,3858",19,03,06.9,285.778654083333,4.9877784456721,-,42,05,42.4,-42.0951071666667,-0.734698219038195,354.9129,-19.8347,4.716,4.734,-0.018,-0.07,0.05,PM*,"B9,5V","B9,5",
HD 176871,HD 176871,"19 01 17,35671","+26 17 29,0791",19,01,17.4,285.322319625,4.97981390688388,+,26,17,29.1,26.2914108611111,0.458871684520986,57.6207,9.6532,5.598,5.683,-0.085,-0.16,0.08,Star,B5V,B5,
HD 176984,g Aql,"19 02 54,49874","-03 41 56,3561",19,02,54.5,285.727078083333,4.98687827465709,-,03,41,56.4,-3.69898780555556,-0.064559516198064,30.9406,-4.2351,5.42,5.42,0,0.02,-0.02,Star,A1V,A1,
HD 177178,HD 177178,"19 03 32,25216","+01 49 07,5650",19,03,32.3,285.884384,4.9896237808358,+,01,49,07.6,1.81876805555556,0.03174349089954,35.9313,-1.8607,6.002,5.826,0.176,0.12,0.06,PM*,A4V,A4,
HD 177196, 16 Lyr,"19 01 26,37023","+46 56 05,3172",19,01,26.4,285.359875958333,4.98046938855552,+,46,56,05.3,46.9348103333333,0.819166974115723,77.1491,17.8556,5.195,5.013,0.182,0.2,-0.02,PM*,A7V,A7,
HD 17729 ,gam02 For,"02 49 54,18207","-27 56 31,1374",02,49,54.2,42.475758625,0.741341840288629,-,27,56,31.1,-27.9419826111111,-0.487679596098891,221.6349,-63.79,5.4,5.389,0.011,-0.01,0.02,PM*,A0V,A0,
HD 177406,HD 177406,"19 06 55,60705","-48 17 56,9176",19,06,55.6,286.731696041667,5.00441216575468,-,48,17,56.9,-48.2991437777778,-0.842979084816355,348.7957,-22.3605,5.948,5.957,-0.009,-0.01,0.00,Star,A0V,A0,
HD 17769 ,sig Ari,"02 51 29,58609","+15 04 55,4500",02,51,29.6,42.873275375,0.748279816407957,+,15,04,55.5,15.0820694444444,0.263231769819987,161.1747,-38.7153,5.417,5.514,-0.097,-0.13,0.03,Star,B7V,B7,
HD 177724,zet Aql,"19 05 24,60802","+13 51 48,5182",19,05,24.6,286.352533416667,4.99779452954793,+,13,51,48.5,13.8634772777778,0.241963324272643,46.8543,3.2454,3.016,2.988,0.028,-0.01,0.04,PM*,A0Vn,A0,
HD 177756,lam Aql,"19 06 14,93898","-04 52 57,2007",19,06,14.9,286.56224575,5.00145470024663,-,04,52,57.2,-4.88255575,-0.085216673749681,30.2595,-5.5134,3.351,3.427,-0.076,-0.07,-0.01,PM*,B9Vn,B9,
HD 178175,HD 178175,"19 08 16,70270","-19 17 25,0328",19,08,16.7,287.069594583333,5.01030960784444,-,19,17,25.0,-19.2902868888889,-0.336679019865405,17.3547,-12.2575,5.484,5.57,-0.086,-0.24,0.15,Be*,B2V,B2,
HD 178207, 51 Dra,"19 04 55,16590","+53 23 47,9627",19,04,55.2,286.229857916667,4.9956534381614,+,53,23,48.0,53.3966563055556,0.931947462087737,83.7555,19.5639,5.37,5.38,-0.01,-0.01,0.00,Star,A0Vn,A0,
HD 178322,HD 178322,"19 09 57,65284","-41 53 32,1289",19,09,57.7,287.490220166667,5.01765090919174,-,41,53,32.1,-41.8922580277778,-0.731157833679749,355.5519,-20.9751,5.774,5.853,-0.079,-0.14,0.06,SB*,"B6V+,,,",B6,
HD 17848 ,nu. Hor,"02 49 01,48701","-62 48 23,4774",02,49,01.5,42.256195875,0.737509747386396,-,62,48,23.5,-62.8065215,-1.09618059189961,282.7436,-49.4586,5.367,5.263,0.104,0.05,0.05,PM*,A2V,A2,
HD 179366,HD 179366,"19 17 12,23202","-66 39 39,7941",19,17,12.2,289.30096675,5.04925439899014,-,66,39,39.8,-66.6610539166667,-1.1634548736953,329.2213,-27.273,5.686,5.516,0.17,0.15,0.02,Star,"A5V+,,,",A5,
HD 179406, 20 Aql,"19 12 40,71241","-07 56 22,2610",19,12,40.7,288.169635041667,5.02950893574752,-,07,56,22.3,-7.93951694444444,-0.138570711698435,28.2285,-8.3118,5.45,5.362,0.088,-0.2,0.29,V*,B3V,B3,
HD 180317,1 Sge,"19 15 17,36135","+21 13 55,6246",19,15,17.4,288.822338958333,5.040900768134,+,21,13,55.6,21.2321179444444,0.370570365302325,54.5001,4.5284,5.768,5.654,0.114,0.12,-0.01,Star,A4V,A4,
HD 180555,HD 180555,"19 16 26,78744","+14 32 40,6234",19,16,26.8,289.111614333333,5.04594957587269,+,14,32,40.6,14.5446176111111,0.253851465757441,48.6933,1.1859,5.61,5.63,-0.02,-0.07,0.05,**,"B9,5V","B9,5",
HD 180777, 59 Dra,"19 09 09,87929","+76 33 37,8042",19,09,09.9,287.291163708333,5.01417671859645,+,76,33,37.8,76.5605011666667,1.33623282233529,108.0796,25.3099,5.408,5.124,0.284,0.2,0.08,PM*,A7V,A7,
HD 180885,HD 180885,"19 19 39,99298","-35 25 17,2318",19,19,40.0,289.916637416667,5.05999987923143,-,35,25,17.2,-35.4214532777778,-0.61822098553856,2.7597,-20.6946,5.461,5.577,-0.116,-0.2,0.08,Star,B3V,B3,
HD 181454,bet01 Sgr,"19 22 38,29770","-44 27 32,2458",19,22,38.3,290.65957375,5.07296656438078,-,44,27,32.2,-44.4589571666667,-0.775955184561463,353.6134,-23.9276,3.869,3.954,-0.085,-0.07,-0.02,Star,B9V,B9,
HD 181869,alf Sgr,"19 23 53,17483","-40 36 57,3705",19,23,53.2,290.971561791667,5.07841178293472,-,40,36,57.4,-40.61593625,-0.708881816342619,357.7113,-23.0896,3.867,3.95,-0.083,-0.11,0.03,PM*,B8V,B8,
HD 182681,HD 182681,"19 26 56,48284","-29 44 35,6170",19,26,56.5,291.735345166667,5.09174231760047,-,29,44,35.6,-29.7432269444444,-0.519117240348447,9.0153,-20.2092,5.652,5.65,0.002,-0.07,0.07,PM*,B9V,B9,
HD 182919,5 Vul,"19 26 13,24574","+20 05 51,8427",19,26,13.2,291.555190583333,5.08859802695873,+,20,05,51.8,20.0977340833333,0.35077163194445,54.6927,1.7378,5.596,5.594,0.002,-0.01,0.01,*inCl,A0V,A0,
HD 18331 ,HD 18331,"02 56 37,42306","-03 42 44,3505",02,56,37.4,44.1559294166667,0.770666352599053,-,03,42,44.4,-3.71231958333333,-0.064792199615431,180.3573,-52.0376,5.25,5.16,0.09,0.08,0.01,PM*,A3V,A3,
HD 183324,c Aql,"19 29 00,98795","+01 57 01,6159",19,29,01.0,292.254116458333,5.10079658470486,+,01,57,01.6,1.95044886111111,0.034041754518163,38.992,-7.4507,5.876,5.793,0.083,-0.01,0.09,PulsV*delSct,A0V,A0,
HD 183534,iot01 Cyg,"19 27 25,95887","+52 19 13,5737",19,27,26.0,291.858161958333,5.09388587499177,+,52,19,13.6,52.3204371388889,0.913163894156333,84.0232,16.0095,5.75,5.75,0,0.02,-0.02,Star,A1V,A1,
HD 183914,bet Cyg B,"19 30 45,39543","+27 57 54,9950",19,30,45.4,292.689147625,5.10838931091199,+,27,57,55.0,27.9652763888889,0.488086149216341,62.1183,4.5673,5.027,5.088,-0.061,-0.11,0.05,Be*,B8Ve,B8,
HD 184006,iot Cyg,"19 29 42,35872","+51 43 47,2058",19,29,42.4,292.426494666667,5.10380515199898,+,51,43,47.2,51.7297793888889,0.902854971666411,83.6119,15.4488,3.917,3.769,0.148,0.15,0.00,PM*,A5V,A5,
HD 18411 ,pi. Per,"02 58 45,66985","+39 39 45,8141",02,58,45.7,44.6902910416667,0.77999272235161,+,39,39,45.8,39.6627261388889,0.692245161440429,148.0435,-16.9208,4.754,4.685,0.069,0.05,0.02,Star,A2Vn,A2,
HD 184875,HD 184875,"19 34 41,25930","+42 24 45,0369",19,34,41.3,293.67191375,5.12554181557031,+,42,24,45.0,42.41251025,0.740237947898343,75.3845,10.6191,5.404,5.348,0.056,0.05,0.01,Star,A2V,A2,
HD 18519 ,eps Ari B,"02 59 12,6 ", +21 20 23         ,02,59,12.6,44.8025,0.78195113812476,+,21,20,23.0,21.3397222222222,0.372448414238778,158.6928,-32.5144,4.67,4.63,0.04,0.05,-0.01,Star,A2Vs,A2,
HD 18519J,eps Ari,"02 59 12,72536","+21 20 25,5575",02,59,12.7,44.8030223333333,0.781960254561219,+,21,20,25.6,21.3404326388889,0.372460813348673,158.6928,-32.5135,4.71,4.66,0.05,0.05,0.00,**,"A2V+,,,",A2,
HD 18520 ,eps Ari A,"02 59 12,680 "," +01 20 25,38    ",02,59,12.7,44.8028333333333,0.781956955888932,+,01,20,25.4,1.34038333333333,0.023394102405523,158.6926,-32.5137,4.67,4.63,0.04,0.05,-0.01,Star,A2Vs,A2,
HD 18537 ,HD 18537,"03 00 52,21297","+52 21 06,2222",03,00,52.2,45.2175540416667,0.789195197725553,+,52,21,06.2,52.3517283888889,0.913710029495898,142.1096,-5.6336,5.196,5.253,-0.057,-0.13,0.07,Star,B7V,B7,
HD 185507,sig Aql,"19 39 11,64246","+05 23 51,9797",19,39,11.6,294.79851025,5.14520463383675,+,05,23,52.0,5.39777213888889,0.094208896096028,43.2673,-8.0711,5.176,5.178,-0.002,-0.2,0.20,EB*betLyr,"B3V+,,,",B3,
HD 185936,VQS Aql,"19 41 05,52831","+13 48 56,4502",19,41,05.5,295.273034625,5.15348664656147,+,13,48,56.5,13.8156806111111,0.241129115067831,50.9085,-4.4101,5.907,5.988,-0.081,-0.16,0.08,EB*Algol,B5V,B5,
HD 18623 ,tet02 Eri,"02 58 16,408"," -00 18 16,84    ",02,58,16.4,44.5683666666667,0.777864740569424,-,00,18,16.8,-0.304677777777778,-0.005317630379882,247.8543,-60.7341,4.4,4.3,0.1,0.02,0.08,PM*,A1V,A1,
HD 18633 ,5 Eri,"02 59 41,15893","-02 27 53,8380",02,59,41.2,44.9214955416667,0.784028002122038,-,02,27,53.8,-2.464955,-0.043021580663497,179.6751,-50.6381,5.48,5.55,-0.07,-0.07,0.00,V*,"B9,5V","B9,5",
HD 186500,HD 186500,"19 46 01,21689","-31 54 30,8573",19,46,01.2,296.505070375,5.17498972690125,-,31,54,30.9,-31.9085714722222,-0.556909631798212,8.2507,-24.7874,5.532,5.514,0.018,-0.11,0.13,Star,B8V,B8,
HD 187077,del Sge,"19 47 23,35"," +18 32 03,5      ",19,47,23.4,296.847291666667,5.18096261521127,+,18,32,03.5,18.5343055555556,0.323484656515122,55.7671,-3.3837,5.19,3.78,1.41,-0.07,1.48,SB*,"B9,5V","B9,5",
HD 187235,HD 187235,"19 47 27,78001","+38 24 27,4111",19,47,27.8,296.865750041667,5.18128477462958,+,38,24,27.4,38.4076141944444,0.670339325528764,72.9941,6.5742,5.739,5.826,-0.087,-0.11,0.02,Star,B8Vn,B8,
HD 187362,zet Sge,"19 48 58,65978","+19 08 31,3516",19,48,58.7,297.24441575,5.18789373800439,+,19,08,31.4,19.1420421111111,0.334091660394295,56.4826,-3.4029,5.1,5,0.1,0.08,0.02,**,A3V,A3,
HD 187642,alf Aql,"19 50 46,99855","+08 52 05,9563",19,50,47.0,297.695827291667,5.19577235568798,+,08,52,06.0,8.86832119444444,0.154781403967452,47.7441,-8.9092,0.99,0.77,0.22,0.2,0.02,PulsV*delSct,A7V,A7,
HD 187811, 12 Vul,"19 51 04,10821","+22 36 36,1732",19,51,04.1,297.767117541667,5.19701660527505,+,22,36,36.2,22.6100481111111,0.394619783573213,59.7235,-2.0663,4.75,4.893,-0.143,-0.24,0.10,Be*,"B2,5Ve","B2,5",
HD 188293, 57 Aql A,"19 54 37,65152","-08 13 38,2390",19,54,37.7,298.656881333333,5.21254591300465,-,08,13,38.2,-8.22728861111111,-0.14359327477572,32.6612,-17.7609,5.63,5.71,-0.08,-0.13,0.05,Star,B7Vn,B7,
HD 188665, 23 Cyg,"19 53 17,37765","+57 31 24,5291",19,53,17.4,298.322406875,5.20670823244292,+,57,31,24.5,57.5234803055556,1.00397412853806,90.5511,14.9077,5.009,5.132,-0.123,-0.16,0.04,Star,B5V,B5,
HD 18883 , 93 Cet,"03 02 22,51810","+04 21 10,3939",03,02,22.5,45.5938254166667,0.795762372100309,+,04,21,10.4,4.35288719444444,0.075972213510954,173.0831,-45.3879,5.508,5.607,-0.099,-0.13,0.03,Star,B7V,B7,
HD 188899,g Sgr,"19 57 57,03129","-15 29 29,3554",19,57,57.0,299.487630375,5.22704521903953,-,15,29,29.4,-15.4914876111111,-0.2703774648458,26.018,-21.5441,5.07,5.011,0.059,0.05,0.01,PM*,A2V,A2,
HD 189037,psi Cyg,"19 55 37,78622","+52 26 20,2116",19,55,37.8,298.907442583333,5.21691903179507,+,52,26,20.2,52.4389476666667,0.915232293064332,86.1044,12.209,5.04,4.92,0.12,0.12,0.00,**,A4Vn,A4,
HD 189178,HD 189178,"19 57 13,86799","+40 22 04,1734",19,57,13.9,299.307783291667,5.22390629528526,+,40,22,04.2,40.3678259444444,0.704551474602544,75.6539,5.9314,5.364,5.453,-0.089,-0.16,0.07,SB*,B5V,B5,
HD 189395,HD 189395,"19 58 37,98164","+30 59 01,1943",19,58,38.0,299.658256833333,5.23002321252846,+,30,59,01.2,30.9836650833333,0.540766970039369,67.7658,0.8149,5.447,5.506,-0.059,-0.07,0.01,Star,B9Vn,B9,
HD 189944,HD 189944,"20 01 44,71103","+24 48 01,5184",20,01,44.7,300.436295958333,5.24360255696904,+,24,48,01.5,24.8004217777778,0.432849015905528,62.8663,-3.0214,5.739,5.872,-0.133,-0.18,0.05,Star,B4V,B4,
HD 19065 ,HD 19065,"03 07 18,99782","+64 03 27,3379",03,07,19.0,46.8291575833333,0.817322985764437,+,64,03,27.3,64.0575938611111,1.1180159237817,137.1356,4.9993,5.865,5.885,-0.02,-0.07,0.05,Star,B9V,B9,
HD 190993, 17 Vul,"20 06 53,40787","+23 36 51,9294",20,06,53.4,301.722532791667,5.26605162467115,+,23,36,51.9,23.6144248333333,0.412149464306379,62.4837,-4.6453,4.904,5.064,-0.16,-0.2,0.04,Star,B3V,B3,
HD 19107 ,rho03 Eri,"03 04 16,51707","-07 36 03,0859",03,04,16.5,46.068821125,0.804052611143568,-,07,36,03.1,-7.60085719444444,-0.132659984016954,187.3036,-52.9777,5.46,5.3,0.16,0.27,-0.11,PM*,A8V,A8,
HD 19134J, 52 Ari,"03 05 26,68819","+25 15 18,6257",03,05,26.7,46.3612007916667,0.809155598992786,+,25,15,18.6,25.2551738055556,0.440785936070371,157.5333,-28.467,5.43,5.46,-0.03,-0.13,0.10,**,B7Vn,B7,
HD 191610,b02 Cyg,"20 09 25,61918","+36 50 22,6397",20,09,25.6,302.356746583333,5.27712074349728,+,36,50,22.6,36.8396221388889,0.642972701514207,73.9148,2.0441,4.793,4.929,-0.136,-0.24,0.10,Be*,"B2,5Ve","B2,5",
HD 192044, 20 Vul,"20 12 00,70129","+26 28 43,7037",20,12,00.7,303.002922041667,5.28839863279079,+,26,28,43.7,26.4788065833333,0.462142356877916,65.5293,-4.073,5.797,5.903,-0.106,-0.13,0.02,Be*,B7Ve,B7,
HD 192425,rho Aql,"20 14 16,61886","+15 11 51,3923",20,14,16.6,303.56924525,5.29828283740666,+,15,11,51.4,15.1976089722222,0.265248314995909,56.241,-10.6138,5.013,4.947,0.066,0.05,0.02,PM*,A2V,A2,
HD 192640,b03 Cyg,"20 14 32,03331","+36 48 22,6921",20,14,32.0,303.633472125,5.29940380784367,+,36,48,22.7,36.8063033611111,0.642391179139244,74.4481,1.1715,5.096,4.955,0.141,0.05,0.09,PulsV*delSct,A2V,A2,
HD 192685,HD 192685,"20 15 15,89542","+25 35 31,0549",20,15,15.9,303.816230916667,5.30259355049523,+,25,35,31.1,25.5919596944444,0.446663958705737,65.1876,-5.1705,4.592,4.759,-0.167,-0.2,0.03,Be*,B3V,B3,
HD 19275 ,HD 19275,"03 11 56,26910","+74 23 37,1680",03,11,56.3,47.9844545833333,0.83748672225285,+,74,23,37.2,74.3936577777778,1.29841427082411,132.1147,14.0839,4.888,4.84,0.048,0.05,0.00,PM*,A2Vnn,A2,
HD 193322,HD 193322,"20 18 06,98820","+40 43 55,5001",20,18,07.0,304.5291175,5.31503576856768,+,40,43,55.5,40.7320833611111,0.710908965848187,78.0986,2.7807,5.94,5.82,0.12,-0.04,0.16,**,O9V,O9,
HD 193369, 36 Cyg,"20 18 28,65535","+36 59 59,2927",20,18,28.7,304.619397291667,5.31661144818029,+,36,59,59.3,36.9998035277778,0.645768394150736,75.0491,0.6256,5.626,5.573,0.053,0.05,0.00,Star,A2V,A2,
HD 19356 ,bet Per,"03 08 10,13245","+40 57 20,3280",03,08,10.1,47.0422185416667,0.821041600994809,+,40,57,20.3,40.9556466666667,0.714810881616774,148.9765,-14.9003,2.07,2.12,-0.05,-0.11,0.06,EB*Algol,B8V,B8,
HD 193571,kap01 Sgr,"20 22 27,50366","-42 02 58,3648",20,22,27.5,305.614598583333,5.33398098743996,-,42,02,58.4,-42.0495457777778,-0.733903022790302,358.746,-34.1269,5.59,5.58,0.01,-0.01,0.02,PM*,A0V,A0,
HD 193592,HD 193592,"20 18 24,75071","+55 23 49,5490",20,18,24.8,304.603127958333,5.3163274947465,+,55,23,49.5,55.3970969444444,0.966861737727045,90.4477,10.8414,5.87,5.76,0.11,0.05,0.06,**,A2Vs,A2,
HD 193807,kap02 Sgr,"20 23 53,17666","-42 25 22,3376",20,23,53.2,305.971569416667,5.34021130381523,-,42,25,22.3,-42.4228715555556,-0.740418786795094,358.3383,-34.4363,5.84,5.639,0.201,0.15,0.05,**,A5V,A5,
HD 193964, 71 Dra,"20 19 36,72026","+62 15 26,8970",20,19,36.7,304.903001083333,5.321561268116,+,62,15,26.9,62.2574713888889,1.08659785970228,96.4834,14.364,5.667,5.712,-0.045,-0.07,0.03,EB*Algol,B9V,B9,
HD 19400 ,tet Hyi,"03 02 15,44844","-71 54 08,8369",03,02,15.4,45.5643685,0.79524825191699,-,71,54,08.8,-71.9024546944444,-1.25493457468411,289.928,-41.7636,5.375,5.497,-0.122,-0.2,0.08,**,"B3V+,,,",B3,
HD 194335,HD 194335,"20 23 44,36939","+37 28 35,2136",20,23,44.4,305.934872458333,5.33957082106683,+,37,28,35.2,37.4764482222222,0.654087413430953,76.0365,0.0349,5.689,5.859,-0.17,-0.24,0.07,Be*,B2Vne,B2,
HD 194636,pi. Cap,"20 27 19,21088","-18 12 42,1980",20,27,19.2,306.830045333333,5.35519453511012,-,18,12,42.2,-18.2117216666667,-0.317854505540123,26.2182,-29.076,5.18,5.25,-0.07,-0.18,0.11,SB*,B4V,B4,
HD 195050, 40 Cyg,"20 27 34,25793","+38 26 25,1912",20,27,34.3,306.892741375,5.35628878746518,+,38,26,25.2,38.4403308888889,0.67091033956719,77.2596,-0.0239,5.704,5.636,0.068,0.08,-0.01,PM*,A3V,A3,
HD 195094,omi Cap A,"20 29 53,91117","-18 34 59,4803",20,29,53.9,307.474629875,5.36644465766967,-,18,34,59.5,-18.5831889722222,-0.324337833085578,26.0766,-29.7809,5.984,5.906,0.078,0.02,0.06,PM*,A1V,A1,
HD 195554,HD 195554,"20 29 27,11087","+56 04 05,4813",20,29,27.1,307.362961958333,5.36449568485499,+,56,04,05.5,56.06818925,0.97857450804379,91.8915,9.9207,5.838,5.889,-0.051,-0.07,0.02,**,B9Vne,B9,
HD 196180,zet Del,"20 35 18,53563","+14 40 27,1675",20,35,18.5,308.827231791667,5.3900520145843,+,14,40,27.2,14.6742131944444,0.25611333538265,58.6338,-15.1575,4.768,4.664,0.104,0.08,0.02,Star,A3V,A3,
HD 196504, 27 Vul,"20 37 04,67254","+26 27 43,0087",20,37,04.7,309.269468916667,5.3977705084901,+,26,27,43.0,26.4619468611111,0.461848099214167,68.726,-8.6963,5.539,5.589,-0.05,-0.07,0.02,Star,B9V,B9,
HD 196544,iot Del,"20 37 49,11939","+11 22 39,6356",20,37,49.1,309.454664125,5.40100277463443,+,11,22,39.6,11.3776765555556,0.198577917121413,56.1307,-17.4966,5.479,5.428,0.051,0.05,0.00,SB*,A2V,A2,
HD 196724, 29 Vul,"20 38 31,33888","+21 12 04,2467",20,38,31.3,309.630578666667,5.40407306258865,+,21,12,04.2,21.2011796388889,0.370030390005394,64.5947,-12.0543,4.8,4.82,-0.02,-0.01,-0.01,PM*,A0V,A0,
HD 196775,HD 196775,"20 39 04,96819","+15 50 17,5206",20,39,05.0,309.770700791667,5.40651865502479,+,15,50,17.5,15.8382001666667,0.276428740498249,60.1618,-15.2527,5.82,5.98,-0.16,-0.2,0.04,Star,B3V,B3,
HD 19698 ,HD 19698,"03 10 38,79281","+11 52 21,4458",03,10,38.8,47.6616367083333,0.831852487449808,+,11,52,21.4,11.8726238333333,0.207216376742417,168.3984,-38.4146,5.907,5.965,-0.058,-0.11,0.05,Star,B8V,B8,
HD 197511, 51 Cyg,"20 42 12,62838","+50 20 24,0907",20,42,12.6,310.55261825,5.42016568915153,+,50,20,24.1,50.3400251944444,0.878599185179954,88.3715,4.9944,5.298,5.404,-0.106,-0.24,0.13,**,B2V,B2,
HD 197725, 17 Cap,"20 46 09,98789","-21 30 50,5188",20,46,10.0,311.541616208333,5.43742695981994,-,21,30,50.5,-21.514033,-0.375490711232713,24.3767,-34.3753,5.975,5.913,0.062,0.02,0.04,Star,A1V,A1,
HD 197950,4 Cep,"20 43 11,01986","+66 39 26,8038",20,43,11.0,310.795916083333,5.42441203740616,+,66,39,26.8,66.6574455,1.16339189494368,101.7168,14.682,5.81,5.6,0.21,0.27,-0.06,Star,A8V,A8,
HD 198001,eps Aqr,"20 47 40,55260","-09 29 44,7877",20,47,40.6,311.918969166667,5.44401301138501,-,09,29,44.8,-9.49577436111111,-0.16573252762785,37.6806,-30.1049,3.783,3.77,0.013,0.02,-0.01,Star,"A1,5V","A1,5",
HD 198069, 13 Del,"20 47 48,33256","+06 00 29,5472",20,47,48.3,311.951385666667,5.44457878604199,+,06,00,29.5,6.00820755555556,0.104863003987645,52.7768,-22.4959,5.6,5.612,-0.012,-0.01,0.00,**,A0V,A0,
HD 198183,lam Cyg,"20 47 24,53766","+36 29 26,5737",20,47,24.5,311.85224025,5.44284837208289,+,36,29,26.6,36.4907149166667,0.636883121702442,78.0844,-4.3378,4.76,4.87,-0.11,-0.16,0.05,**,B5Ve,B5,
HD 199081, 57 Cyg,"20 53 14,75503","+44 23 14,1408",20,53,14.8,313.311479291667,5.46831689793362,+,44,23,14.1,44.3872613333333,0.774703856209834,84.9035,-0.1935,4.649,4.778,-0.129,-0.16,0.03,EB*Algol,B5V,B5,
HD 199095, 76 Dra,"20 42 35,23601","+82 31 52,1716",20,42,35.2,310.646816708333,5.42180976239975,+,82,31,52.2,82.5311587777778,1.44044045615844,115.7301,23.4646,5.74,5.75,-0.01,-0.01,0.00,V*,A0V,A0,
HD 199254, 16 Del,"20 55 38,57202","+12 34 06,8099",20,55,38.6,313.91071675,5.47877556458281,+,12,34,06.8,12.5685583055556,0.219362724660825,59.7782,-20.416,5.65,5.54,0.11,0.12,-0.01,**,A4V,A4,
HD 199603,VDV Aqr,"20 58 41,83965","-14 28 59,2569",20,58,41.8,314.674331875,5.49210316273209,-,14,28,59.3,-14.4831269166667,-0.252778250680048,33.6396,-34.6324,6.18,5.959,0.221,0.3,-0.08,EB*betLyr,A9V,A9,
HD 199629,nu. Cyg,"20 57 10,41907","+41 10 01,6991",20,57,10.4,314.293412791667,5.48545487054425,+,41,10,01.7,41.1671386388889,0.718502112873588,82.909,-2.8228,3.955,3.939,0.016,0.02,0.00,**,A1Vne,A1,
HD 19978 ,HD 19978,"03 20 19,75768","+77 44 05,0744",03,20,19.8,50.0823236666667,0.874101445032813,+,77,44,05.1,77.7347428888889,1.35672720660236,130.6613,17.159,5.649,5.456,0.193,0.17,0.02,PM*,A6V,A6,
HD 199955,HD 199955,"20 58 30,03385","+50 27 42,4409",20,58,30.0,314.625141041667,5.49124462072863,+,50,27,42.4,50.4617891388889,0.880724366920725,90.1114,3.0606,5.46,5.6,-0.14,-0.16,0.02,**,B5Vn,B5,
HD 200120,f01 Cyg,"20 59 49,55716","+47 31 15,4216",20,59,49.6,314.956488166667,5.4970277190269,+,47,31,15.4,47.5209504444444,0.829397048932617,88.0296,0.9707,4.69,4.74,-0.05,-0.26,0.21,Be*,"B1,5Vnne","B1,5",
HD 200310, 60 Cyg,"21 01 10,92841","+46 09 20,7816",21,01,10.9,315.295535041667,5.50294520331425,+,46,09,20.8,46.1557726666667,0.805570201835337,87.1548,-0.1028,5.217,5.417,-0.2,-0.26,0.06,Be*,B1Ve,B1,
HD 200499,eta Cap,"21 04 24,30132","-19 51 17,9711",21,04,24.3,316.1012555,5.51700767816283,-,19,51,18.0,-19.8549919722222,-0.34653498287232,28.0509,-37.8602,5.018,4.856,0.162,0.15,0.01,**,A5V,A5,
HD 200761,tet Cap,"21 05 56,82783","-17 13 58,3021",21,05,56.8,316.486782625,5.52373639584983,-,17,13,58.3,-17.2328616944444,-0.300770176108864,31.3127,-37.2884,4.089,4.073,0.016,0.02,0.00,PM*,A1V,A1,
HD 201184,chi Cap,"21 08 33,62529","-21 11 37,2177",21,08,33.6,317.140105375,5.53513902891552,-,21,11,37.2,-21.1936715833333,-0.369899349715526,26.835,-39.2145,5.29,5.28,0.01,-0.01,0.02,PM*,A0V,A0,
HD 201433,HD 201433,"21 08 38,88977","+30 12 20,2935",21,08,38.9,317.162040708333,5.5355218727047,+,30,12,20.3,30.2056370833333,0.527187819766663,76.1077,-11.7743,5.611,5.687,-0.076,-0.07,-0.01,**,B9V,B9,
HD 20149 ,HD 20149,"03 15 20,43681","+30 33 24,0795",03,15,20.4,48.835153375,0.852334217110171,+,30,33,24.1,30.55668875,0.53331482719461,156.2276,-22.8548,5.62,5.61,0.01,0.02,-0.01,Star,A1Vs,A1,
HD 20150 ,zet Ari,"03 14 54,09731","+21 02 40,0103",03,14,54.1,48.7254054583333,0.850418754617133,+,21,02,40.0,21.0444473055556,0.367294894744394,162.3841,-30.6234,4.874,4.88,-0.006,0.02,-0.03,PM*,A1V,A1,
